20241213	1100	20300101	000	130700	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		920	0	0	0	0	0	0	0	0	0	10000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울트라 슈퍼 레어 캐릭터 100% 획득 가능!★플래티넘 뽑기★	0	0	0	0	0	0	0	0	0	0
20241227	1100	20300101	000	140000	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		933	0	0	0	0	0	0	0	0	0	9500	0	500	0	★확률, 상세 내용은 배너를 클릭!★울슈레 이상 캐릭터 반드시 1개 확정 획득 가능!★레전드 뽑기★	0	0	0	0	0	0	0	0
20241227	1100	20300101	000	140000	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		932	0	0	0	0	0	0	0	0	0	10000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울트라 슈퍼 레어 캐릭터 100% 획득 가능!★플래티넘 뽑기★	0	0	0	0	0	0	0	0	0	0
20250127	1100	20300101	000	140100	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		954	0	0	0	0	0	0	0	0	0	9500	0	500	0	★확률, 상세 내용은 배너를 클릭!★울슈레 이상 캐릭터 반드시 1개 확정 획득 가능!★레전드 뽑기★	0	0	0	0	0	0	0	0
20250127	1100	20300101	000	140100	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		953	0	0	0	0	0	0	0	0	0	10000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울트라 슈퍼 레어 캐릭터 100% 획득 가능!★플래티넘 뽑기★	0	0	0	0	0	0	0	0	0	0
20250224	1100	20250310	1100	140101	999999	0	0	1	1	960	150	0	16384	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★신캐릭터 등장! 극장판『마법소녀 마도카☆마기카』콜라보 뽑기!	0	0
20250228	1100	20250310	1100	140101	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		960	150	0	16384	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★신캐릭터 등장! 극장판『마법소녀 마도카☆마기카』콜라보 뽑기!	0	0	0	0
20250303	1100	20250310	1100	140101	999999	0	0	1	1	960	150	0	16384	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★신캐릭터 등장! 극장판『마법소녀 마도카☆마기카』콜라보 뽑기!	0	0
20250305	1100	20250310	1100	140101	999999	0	0	1	1	960	150	0	0	0	0	7000	0	2500	0	500	1	0	0	★확률, 상세 내용은 배너를 클릭!★극장판 『마법소녀 마도카☆마기카』 뽑기★10+1연속 뽑기 울슈레 확정★	0	0
20250305	1100	20250307	1100	140101	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		948	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★공격 속도가 빠르고 파동을 내는 캐릭터 '광익신 이시스' 참전!	0	0	0	0
20250305	1100	20250310	1100	140101	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		951	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★진화 시 3속성에 맷집이 좋은 캐릭터 '철의 정령 메탈릭' 참전!	0	0	0	0	0	0
20250307	1100	20250310	1100	140101	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		942	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★ 소환 능력을 가진 캐릭터 '고양이 다이너사우루스' 참전!	0	0	0	0
20250310	1100	20250324	1100	140200	999999	0	0	1	1	795	150	0	16384	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★발렌타인 기간한정 스위트한 뽑기!!	0	0
20250310	1100	20250312	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		947	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★소환 능력을 가진 캐릭터 '특수기동대 엑셀' 참전!	0	0	0	0
20250310	1100	20250312	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		949	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★3속성에 맷집이 좋은 캐릭터 '건설병단 스핑크스' 참전!	0	0	0	0	0	0
20250312	1100	20250314	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		941	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★'카오루가' 참전! 수수께끼에 싸인 생명체!	0	0	0	0
20250312	1100	20250314	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		944	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★소환 능력을 가진 캐릭터 '페가사' 참전!	0	0	0	0	0	0
20250314	1100	20250324	1100	140200	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		65	0	0	2	500	0	6900	0	2000	0	500	0	100	0	☆기간 한정★높은 확률로 캣츠아이를 획득할 수 있는 특별 뽑기!☆	0	0	0	0
20250314	1100	20250317	1100	140200	999999	0	0	1	1	931	150	0	0	0	0	6470	0	2600	0	900	0	30	0	★확률, 상세 내용은 배너를 클릭!★한정 레전드 레어 '해질녘의 이자나미' 참전!★울슈레 출현율 초 UP!	0	0
20250314	1100	20250324	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		795	150	0	16384	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★발렌타인 기간한정 스위트한 뽑기!!	0	0	0	0
20250314	1100	20250317	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		945	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★소환 능력을 가진 캐릭터 '포룡 건듀로스' 참전!	0	0	0	0	0	0
20250314	1100	20250421	1100	140200	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		961	0	0	0	0	0	0	0	0	0	5000	0	5000	0	1억 다운로드 기념 티켓으로 돌릴 수 있는 한정 뽑기! ★4월 21일까지	0	0	0	0	0	0	0	0
20250314	1100	20300101	000	140200	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		954	0	0	0	0	0	0	0	0	0	9500	0	500	0	★확률, 상세 내용은 배너를 클릭!★울슈레 이상 캐릭터 반드시 1개 확정 획득 가능!★레전드 뽑기★	0	0	0	0	0	0	0	0	0	0
20250314	1100	20300101	000	140200	999999	0	0	1	6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		953	0	0	0	0	0	0	0	0	0	10000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울트라 슈퍼 레어 캐릭터 100% 획득 가능!★플래티넘 뽑기★	0	0	0	0	0	0	0	0	0	0	0	0
20250317	1100	20250324	1100	140200	999999	0	0	1	1	795	150	0	0	0	0	6500	0	2500	0	1000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울슈레 출현율 2배!★발렌타인 기간한정 스위트한 뽑기!!	0	0
20250317	1100	20250319	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		946	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 초강력한 고대의 용사들!	0	0	0	0
20250317	1100	20250319	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		943	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 검은 적에 엄청 강한 바사라즈!	0	0	0	0	0	0
20250319	1100	20250321	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		949	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 좀비에 강력한 초병기들!	0	0	0	0
20250319	1100	20250321	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		948	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 위대한 신들이 강림!	0	0	0	0	0	0
20250321	1100	20250323	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		944	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 파워풀&큐트한 걸즈!	0	0	0	0
20250321	1100	20250323	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		942	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 다이너마이트한 냥코들!	0	0	0	0	0	0
20250323	1100	20250324	1100	140200	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		951	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 우주에서 온 개성 넘치는 정령들!	0	0	0	0
20250323	1100	20250324	1100	140200	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		947	150	0	0	0	0	6440	0	2500	0	1000	0	60	0	★확률, 상세 내용은 배너를 클릭!★울슈레, 레전드 레어 출현율 2배! 정의와 어둠의 힘을 겸비한 히어로즈!	0	0	0	0	0	0
[end]
